jaar,gebiedcode15,variabele,waarde
2013,N,IINKQ4_P,14
2013,M,IINKQ4_P,14
2013,K,IINKQ4_P,13
2014,A,IINKQ4_P,13
2014,F,IINKQ4_P,15
2014,E,IINKQ4_P,13
2014,B,IINKQ4_P,
2014,Z,IINKQ4_P,
2014,T,IINKQ4_P,13
2014,N,IINKQ4_P,14
2014,M,IINKQ4_P,14
2014,K,IINKQ4_P,13
2015,A,IINKQ4_P,13
2015,Z,IINKQ4_P,
2015,T,IINKQ4_P,13
2015,N,IINKQ4_P,14
2015,M,IINKQ4_P,14
2015,K,IINKQ4_P,13
2015,F,IINKQ4_P,15
2015,E,IINKQ4_P,13
2015,B,IINKQ4_P,
2016,E,IINKQ4_P,13
2016,B,IINKQ4_P,
2016,A,IINKQ4_P,13
2016,N,IINKQ4_P,14
2016,M,IINKQ4_P,14
2016,K,IINKQ4_P,14
2016,F,IINKQ4_P,15
2016,T,IINKQ4_P,13
2016,Z,IINKQ4_P,
2011,A,IINKQ5_P,20
2011,B,IINKQ5_P,
2011,E,IINKQ5_P,12
2011,F,IINKQ5_P,13
2011,K,IINKQ5_P,21
2011,M,IINKQ5_P,18
2011,Z,IINKQ5_P,
2011,T,IINKQ5_P,9
2011,N,IINKQ5_P,11
2012,A,IINKQ5_P,20
2012,B,IINKQ5_P,6
2012,E,IINKQ5_P,12
2012,F,IINKQ5_P,14
2012,K,IINKQ5_P,22
2012,M,IINKQ5_P,19
2012,N,IINKQ5_P,11
2012,Z,IINKQ5_P,
2012,T,IINKQ5_P,9
2013,A,IINKQ5_P,20
2013,B,IINKQ5_P,
2013,E,IINKQ5_P,13
2013,F,IINKQ5_P,14
2013,Z,IINKQ5_P,
2013,K,IINKQ5_P,22
2013,M,IINKQ5_P,19
2013,N,IINKQ5_P,12
2013,T,IINKQ5_P,9
2014,A,IINKQ5_P,21
2014,B,IINKQ5_P,
2014,E,IINKQ5_P,14
2014,F,IINKQ5_P,14
2014,Z,IINKQ5_P,
2014,T,IINKQ5_P,9
2014,K,IINKQ5_P,23
2014,M,IINKQ5_P,20
2014,N,IINKQ5_P,12
2015,A,IINKQ5_P,21
2015,Z,IINKQ5_P,
2015,B,IINKQ5_P,
2015,E,IINKQ5_P,14
2015,F,IINKQ5_P,14
2015,K,IINKQ5_P,23
2015,M,IINKQ5_P,20
2015,N,IINKQ5_P,12
2015,T,IINKQ5_P,9
2016,A,IINKQ5_P,20
2016,B,IINKQ5_P,
2016,E,IINKQ5_P,15
2016,F,IINKQ5_P,14
2016,K,IINKQ5_P,23
2016,M,IINKQ5_P,21
2016,N,IINKQ5_P,13
2016,Z,IINKQ5_P,
2016,T,IINKQ5_P,9
2011,A,ILAAGHH120_P,20.1
2011,M,ILAAGHH120_P,22.3
2011,K,ILAAGHH120_P,18.6
2011,F,ILAAGHH120_P,22.7
2011,E,ILAAGHH120_P,24.6
2011,B,ILAAGHH120_P,42.8
2011,T,ILAAGHH120_P,27.8
2011,Z,ILAAGHH120_P,
2011,N,ILAAGHH120_P,24.9
2012,A,ILAAGHH120_P,20.2
2012,K,ILAAGHH120_P,18.5
2012,F,ILAAGHH120_P,23.2
2012,E,ILAAGHH120_P,24.6
2012,B,ILAAGHH120_P,42.1
2012,T,ILAAGHH120_P,28.5
2012,Z,ILAAGHH120_P,
2012,N,ILAAGHH120_P,25.2
2012,M,ILAAGHH120_P,22.6
2013,F,ILAAGHH120_P,23.4
2013,E,ILAAGHH120_P,24.5
2013,B,ILAAGHH120_P,47.6
2013,A,ILAAGHH120_P,20.5
2013,Z,ILAAGHH120_P,
2013,T,ILAAGHH120_P,29
2013,N,ILAAGHH120_P,25.8
2013,M,ILAAGHH120_P,22.7
2013,K,ILAAGHH120_P,18.7
2014,A,ILAAGHH120_P,20.2
2014,F,ILAAGHH120_P,23.3
2014,E,ILAAGHH120_P,24.5
2014,B,ILAAGHH120_P,47.4
2014,Z,ILAAGHH120_P,
2014,T,ILAAGHH120_P,29.1
2014,N,ILAAGHH120_P,25.6
2014,M,ILAAGHH120_P,22.2
2014,K,ILAAGHH120_P,18.4
2015,A,ILAAGHH120_P,19.5
2015,Z,ILAAGHH120_P,
2015,T,ILAAGHH120_P,27.9
2015,N,ILAAGHH120_P,24.6
2015,M,ILAAGHH120_P,21.4
2015,K,ILAAGHH120_P,17.6
2015,F,ILAAGHH120_P,23
2015,E,ILAAGHH120_P,24
2015,B,ILAAGHH120_P,46.4
2016,E,ILAAGHH120_P,23.8
2016,B,ILAAGHH120_P,44.9
2016,A,ILAAGHH120_P,19.5
2016,N,ILAAGHH120_P,24.5
2016,M,ILAAGHH120_P,21.3
2016,K,ILAAGHH120_P,17.6
2016,F,ILAAGHH120_P,22.8
2016,T,ILAAGHH120_P,28.1
2016,Z,ILAAGHH120_P,
2012,A,ILANGLAAGHH120_P,12
2012,B,ILANGLAAGHH120_P,
2012,E,ILANGLAAGHH120_P,16
2012,F,ILANGLAAGHH120_P,15
2012,K,ILANGLAAGHH120_P,12
2012,M,ILANGLAAGHH120_P,15
2012,N,ILANGLAAGHH120_P,17
2012,Z,ILANGLAAGHH120_P,
2012,T,ILANGLAAGHH120_P,18
2013,A,ILANGLAAGHH120_P,11.3
2013,B,ILANGLAAGHH120_P,25.5
2013,E,ILANGLAAGHH120_P,15.1
2013,F,ILANGLAAGHH120_P,14.7
2013,Z,ILANGLAAGHH120_P,
2013,K,ILANGLAAGHH120_P,11.2
2013,M,ILANGLAAGHH120_P,14.2
2013,N,ILANGLAAGHH120_P,16.7
2013,T,ILANGLAAGHH120_P,17.9
2014,A,ILANGLAAGHH120_P,11.3
2014,B,ILANGLAAGHH120_P,30.2
2014,E,ILANGLAAGHH120_P,14.9
2014,F,ILANGLAAGHH120_P,14.6
2014,Z,ILANGLAAGHH120_P,
2014,T,ILANGLAAGHH120_P,17.9
2014,K,ILANGLAAGHH120_P,11.1
2014,M,ILANGLAAGHH120_P,13.9
2014,N,ILANGLAAGHH120_P,16.4
2015,A,ILANGLAAGHH120_P,11.1
2015,Z,ILANGLAAGHH120_P,
2015,B,ILANGLAAGHH120_P,31.8
2015,E,ILANGLAAGHH120_P,14.8
2015,F,ILANGLAAGHH120_P,14.5
2015,K,ILANGLAAGHH120_P,11.2
2015,M,ILANGLAAGHH120_P,13.8
2015,N,ILANGLAAGHH120_P,16.3
2015,T,ILANGLAAGHH120_P,17.8
2016,A,ILANGLAAGHH120_P,11.4
2016,B,ILANGLAAGHH120_P,29
2016,E,ILANGLAAGHH120_P,14.9
2016,F,ILANGLAAGHH120_P,14.6
2016,K,ILANGLAAGHH120_P,11.3
2016,M,ILANGLAAGHH120_P,13.7
2016,N,ILANGLAAGHH120_P,16.5
2016,Z,ILANGLAAGHH120_P,
2016,T,ILANGLAAGHH120_P,18.2
2012,A,ILANGMINHH120_P,7.8
2012,K,ILANGMINHH120_P,7.7
2012,F,ILANGMINHH120_P,11.6
2012,E,ILANGMINHH120_P,12.3
2012,B,ILANGMINHH120_P,13.8
2012,T,ILANGMINHH120_P,15.1
2012,Z,ILANGMINHH120_P,
2012,N,ILANGMINHH120_P,13.1
2012,M,ILANGMINHH120_P,11.5
2013,F,ILANGMINHH120_P,11.5
2013,E,ILANGMINHH120_P,12.1
2013,B,ILANGMINHH120_P,15.2
2013,A,ILANGMINHH120_P,7.7
2013,Z,ILANGMINHH120_P,
2013,T,ILANGMINHH120_P,15.4
2013,N,ILANGMINHH120_P,13.2
2013,M,ILANGMINHH120_P,11.4
2013,K,ILANGMINHH120_P,7.7
2014,A,ILANGMINHH120_P,7.9
2014,F,ILANGMINHH120_P,12
2014,E,ILANGMINHH120_P,12.2
2014,B,ILANGMINHH120_P,18.1
2014,Z,ILANGMINHH120_P,
2014,T,ILANGMINHH120_P,15.9
2014,N,ILANGMINHH120_P,13.7
2014,M,ILANGMINHH120_P,11.4
2014,K,ILANGMINHH120_P,8
2015,A,ILANGMINHH120_P,7.8
2015,Z,ILANGMINHH120_P,
2015,T,ILANGMINHH120_P,16
2015,N,ILANGMINHH120_P,13.6
2015,M,ILANGMINHH120_P,11.4
2015,K,ILANGMINHH120_P,8.1
2015,F,ILANGMINHH120_P,12
2015,E,ILANGMINHH120_P,12.1
2015,B,ILANGMINHH120_P,20
2016,E,ILANGMINHH120_P,12.3
2016,B,ILANGMINHH120_P,18.7
2016,A,ILANGMINHH120_P,7.9
2016,N,ILANGMINHH120_P,13.8
2016,M,ILANGMINHH120_P,11.3
2016,K,ILANGMINHH120_P,8.1
2016,F,ILANGMINHH120_P,12.2
2016,T,ILANGMINHH120_P,16.5
2016,Z,ILANGMINHH120_P,
2012,A,ILANGMINJONG120_P,6.3
2012,B,ILANGMINJONG120_P,
2012,E,ILANGMINJONG120_P,16.1
2012,F,ILANGMINJONG120_P,15.1
2012,K,ILANGMINJONG120_P,6.2
2012,M,ILANGMINJONG120_P,12.2
2012,N,ILANGMINJONG120_P,18.2
2012,Z,ILANGMINJONG120_P,
2012,T,ILANGMINJONG120_P,19.7
2013,A,ILANGMINJONG120_P,6.7
2013,B,ILANGMINJONG120_P,
2013,E,ILANGMINJONG120_P,15.7
2013,F,ILANGMINJONG120_P,14.9
2013,Z,ILANGMINJONG120_P,
2013,K,ILANGMINJONG120_P,6.2
2013,M,ILANGMINJONG120_P,11.8
2013,N,ILANGMINJONG120_P,18
2013,T,ILANGMINJONG120_P,19.5
2014,A,ILANGMINJONG120_P,6.4
2014,B,ILANGMINJONG120_P,
2014,E,ILANGMINJONG120_P,15.6
2014,F,ILANGMINJONG120_P,15.1
2014,Z,ILANGMINJONG120_P,
2014,T,ILANGMINJONG120_P,20.2
2014,K,ILANGMINJONG120_P,6.1
2014,M,ILANGMINJONG120_P,11.3
2014,N,ILANGMINJONG120_P,18.2
2015,A,ILANGMINJONG120_P,5.8
2015,Z,ILANGMINJONG120_P,
2015,B,ILANGMINJONG120_P,
2015,E,ILANGMINJONG120_P,15
2015,F,ILANGMINJONG120_P,14.7
2015,K,ILANGMINJONG120_P,6.1
2015,M,ILANGMINJONG120_P,11.1
2015,N,ILANGMINJONG120_P,17.6
2015,T,ILANGMINJONG120_P,19.8
2016,A,ILANGMINJONG120_P,5.6
2016,B,ILANGMINJONG120_P,
2016,E,ILANGMINJONG120_P,14.5
2016,F,ILANGMINJONG120_P,14.3
2016,K,ILANGMINJONG120_P,6.1
2016,M,ILANGMINJONG120_P,11.1
2016,N,ILANGMINJONG120_P,16.9
2016,Z,ILANGMINJONG120_P,
2016,T,ILANGMINJONG120_P,20
2011,A,IMINHH120,6242
2011,M,IMINHH120,9965
2011,K,IMINHH120,9211
2011,F,IMINHH120,10689
2011,E,IMINHH120,13661
2011,B,IMINHH120,41
2011,T,IMINHH120,8956
2011,Z,IMINHH120,
2011,N,IMINHH120,7772
2012,A,IMINHH120,6450
2012,K,IMINHH120,9534
2012,F,IMINHH120,11263
2012,E,IMINHH120,14065
2012,B,IMINHH120,41
2012,T,IMINHH120,9451
2012,Z,IMINHH120,
2012,N,IMINHH120,8113
2012,M,IMINHH120,10283
2013,F,IMINHH120,11940
2013,E,IMINHH120,14616
2013,B,IMINHH120,53
2013,A,IMINHH120,6863
2013,Z,IMINHH120,
2013,T,IMINHH120,9847
2013,N,IMINHH120,8746
2013,M,IMINHH120,10661
2013,K,IMINHH120,10176
2014,A,IMINHH120,6855
2014,F,IMINHH120,12168
2014,E,IMINHH120,15136
2014,B,IMINHH120,41
2014,Z,IMINHH120,
2014,T,IMINHH120,10084
2014,N,IMINHH120,8856
2014,M,IMINHH120,10727
2014,K,IMINHH120,10043
2015,A,IMINHH120,6458
2015,Z,IMINHH120,
2015,T,IMINHH120,9613
2015,N,IMINHH120,8388
2015,M,IMINHH120,10298
2015,K,IMINHH120,9334
2015,F,IMINHH120,11854
2015,E,IMINHH120,14795
2015,B,IMINHH120,38
2016,E,IMINHH120,14749
2016,B,IMINHH120,34
2016,A,IMINHH120,6467
2016,N,IMINHH120,8494
2016,M,IMINHH120,10363
2016,K,IMINHH120,9404
2016,F,IMINHH120,12012
2016,T,IMINHH120,9857
2016,Z,IMINHH120,
2011,A,IMINHH120_P,13.8
2011,B,IMINHH120_P,29.7
2011,E,IMINHH120_P,19.7
2011,F,IMINHH120_P,18.2
2011,K,IMINHH120_P,12.9
2011,M,IMINHH120_P,18
2011,Z,IMINHH120_P,
2011,T,IMINHH120_P,24.3
2011,N,IMINHH120_P,20.1
2012,A,IMINHH120_P,14
2012,B,IMINHH120_P,29.3
2012,E,IMINHH120_P,20
2012,F,IMINHH120_P,19
2012,K,IMINHH120_P,13.2
2012,M,IMINHH120_P,18.4
2012,N,IMINHH120_P,20.9
2012,Z,IMINHH120_P,
2012,T,IMINHH120_P,25.4
2013,A,IMINHH120_P,14.8
2013,B,IMINHH120_P,36.6
2013,E,IMINHH120_P,20.5
2013,F,IMINHH120_P,20
2013,Z,IMINHH120_P,
2013,K,IMINHH120_P,14
2013,M,IMINHH120_P,19
2013,N,IMINHH120_P,22.3
2013,T,IMINHH120_P,26.4
2014,A,IMINHH120_P,14.7
2014,B,IMINHH120_P,35.3
2014,E,IMINHH120_P,20.8
2014,F,IMINHH120_P,20.3
2014,Z,IMINHH120_P,
2014,T,IMINHH120_P,27
2014,K,IMINHH120_P,13.8
2014,M,IMINHH120_P,18.8
2014,N,IMINHH120_P,22.4
2015,A,IMINHH120_P,13.7
2015,Z,IMINHH120_P,
2015,B,IMINHH120_P,34.5
2015,E,IMINHH120_P,20
2015,F,IMINHH120_P,19.4
2015,K,IMINHH120_P,12.7
2015,M,IMINHH120_P,17.7
2015,N,IMINHH120_P,20.8
2015,T,IMINHH120_P,25.5
2016,A,IMINHH120_P,13.7
2016,B,IMINHH120_P,31.8
2016,E,IMINHH120_P,19.7
2016,F,IMINHH120_P,19.3
2016,K,IMINHH120_P,12.7
2016,M,IMINHH120_P,17.4
2016,N,IMINHH120_P,20.7
2016,Z,IMINHH120_P,
2016,T,IMINHH120_P,25.7
2011,A,IMINJONG120,1075
2011,M,IMINJONG120,4507
2011,K,IMINJONG120,2103
2011,F,IMINJONG120,6751
2011,E,IMINJONG120,4927
2011,B,IMINJONG120,
2011,T,IMINJONG120,5306
2011,Z,IMINJONG120,
2011,N,IMINJONG120,4956
2013,F,IMINJONG120,7033
2013,E,IMINJONG120,4922
2013,B,IMINJONG120,
2013,A,IMINJONG120,1095
2013,Z,IMINJONG120,
2013,T,IMINJONG120,5415
2013,N,IMINJONG120,5111
2013,M,IMINJONG120,4415
2013,K,IMINJONG120,2132
2014,A,IMINJONG120,1001
2014,F,IMINJONG120,7002
2014,E,IMINJONG120,4980
2014,B,IMINJONG120,
2014,Z,IMINJONG120,
2014,T,IMINJONG120,5518
2014,N,IMINJONG120,5202
2014,M,IMINJONG120,4359
2014,K,IMINJONG120,2087
2015,A,IMINJONG120,879
2015,Z,IMINJONG120,
2015,T,IMINJONG120,5005
2015,N,IMINJONG120,4918
2015,M,IMINJONG120,4067
2015,K,IMINJONG120,1909
2015,F,IMINJONG120,6637
2015,E,IMINJONG120,4617
2015,B,IMINJONG120,
2016,E,IMINJONG120,4476
2016,B,IMINJONG120,
2016,A,IMINJONG120,825
2016,N,IMINJONG120,4731
2016,M,IMINJONG120,3958
2016,K,IMINJONG120,1880
2016,F,IMINJONG120,6497
2016,T,IMINJONG120,5028
2016,Z,IMINJONG120,
2011,A,IMINJONG120_P,12.1
2011,B,IMINJONG120_P,
2011,E,IMINJONG120_P,24.6
2011,F,IMINJONG120_P,22.6
2011,K,IMINJONG120_P,11.4
2011,M,IMINJONG120_P,18.8
2011,Z,IMINJONG120_P,
2011,T,IMINJONG120_P,30.5
2011,N,IMINJONG120_P,26.9
2012,A,IMINJONG120_P,12.4
2012,B,IMINJONG120_P,
2012,E,IMINJONG120_P,24.3
2012,F,IMINJONG120_P,23.4
2012,K,IMINJONG120_P,10.9
2012,M,IMINJONG120_P,18.8
2012,N,IMINJONG120_P,27.1
2012,Z,IMINJONG120_P,
2012,T,IMINJONG120_P,31.3
2013,A,IMINJONG120_P,12
2013,B,IMINJONG120_P,
2013,E,IMINJONG120_P,23.9
2013,F,IMINJONG120_P,23.4
2013,Z,IMINJONG120_P,3
2013,K,IMINJONG120_P,11
2013,M,IMINJONG120_P,18
2013,N,IMINJONG120_P,27.5
2013,T,IMINJONG120_P,31.9
2014,A,IMINJONG120_P,10.9
2014,B,IMINJONG120_P,
2014,E,IMINJONG120_P,23.6
2014,F,IMINJONG120_P,23.1
2014,Z,IMINJONG120_P,
2014,T,IMINJONG120_P,32.5
2014,K,IMINJONG120_P,10.5
2014,M,IMINJONG120_P,17.5
2014,N,IMINJONG120_P,27.7
2015,A,IMINJONG120_P,9.6
2015,Z,IMINJONG120_P,
2015,B,IMINJONG120_P,
2015,E,IMINJONG120_P,21.8
2015,F,IMINJONG120_P,21.7
2015,K,IMINJONG120_P,9.5
2015,M,IMINJONG120_P,16.2
2015,N,IMINJONG120_P,25.9
2015,T,IMINJONG120_P,29.5
2016,A,IMINJONG120_P,9.1
2016,B,IMINJONG120_P,
2016,E,IMINJONG120_P,21.1
2016,F,IMINJONG120_P,21
2016,K,IMINJONG120_P,9.3
2016,M,IMINJONG120_P,15.9
2016,N,IMINJONG120_P,24.6
2016,Z,IMINJONG120_P,
2016,T,IMINJONG120_P,29.9
2011,A,IMINOUD120,1098
2011,M,IMINOUD120,2231
2011,K,IMINOUD120,2203
2011,F,IMINOUD120,2806
2011,E,IMINOUD120,2583
2011,B,IMINOUD120,
2011,T,IMINOUD120,1736
2011,Z,IMINOUD120,
2011,N,IMINOUD120,2053
2012,A,IMINOUD120,1150
2012,K,IMINOUD120,2334
2012,F,IMINOUD120,2839
2012,E,IMINOUD120,2676
2012,B,IMINOUD120,
2012,T,IMINOUD120,1837
2012,Z,IMINOUD120,
2012,N,IMINOUD120,2123
2012,M,IMINOUD120,2294
2013,F,IMINOUD120,3318
2013,E,IMINOUD120,3161
2013,B,IMINOUD120,
2013,A,IMINOUD120,1381
2013,Z,IMINOUD120,
2013,T,IMINOUD120,2092
2013,N,IMINOUD120,2492
2013,M,IMINOUD120,2648
2013,K,IMINOUD120,2733
2014,A,IMINOUD120,1487
2014,F,IMINOUD120,3415
2014,E,IMINOUD120,3242
2014,B,IMINOUD120,
2014,Z,IMINOUD120,
2014,T,IMINOUD120,2112
2014,N,IMINOUD120,2546
2014,M,IMINOUD120,2730
2014,K,IMINOUD120,2824
2015,A,IMINOUD120,1449
2015,Z,IMINOUD120,
2015,T,IMINOUD120,2167
2015,N,IMINOUD120,2395
2015,M,IMINOUD120,2716
2015,K,IMINOUD120,2681
2015,F,IMINOUD120,3284
2015,E,IMINOUD120,3201
2015,B,IMINOUD120,
2016,E,IMINOUD120,3376
2016,B,IMINOUD120,
2016,A,IMINOUD120,1494
2016,N,IMINOUD120,2443
2016,M,IMINOUD120,2801
2016,K,IMINOUD120,2799
2016,F,IMINOUD120,3441
2016,T,IMINOUD120,2258
2016,Z,IMINOUD120,
2011,A,IMINOUD120_P,14.3
2011,B,IMINOUD120_P,
2011,E,IMINOUD120_P,26.2
2011,F,IMINOUD120_P,16.5
2011,K,IMINOUD120_P,12.4
2011,M,IMINOUD120_P,24.6
2011,Z,IMINOUD120_P,
2011,T,IMINOUD120_P,24.8
2011,N,IMINOUD120_P,16.3
2012,A,IMINOUD120_P,13.5
2012,B,IMINOUD120_P,
2012,E,IMINOUD120_P,25.7
2012,F,IMINOUD120_P,16.4
2012,K,IMINOUD120_P,12.6
2012,M,IMINOUD120_P,23.8
2012,N,IMINOUD120_P,16.6
2012,Z,IMINOUD120_P,
2012,T,IMINOUD120_P,24.8
2013,A,IMINOUD120_P,14.8
2013,B,IMINOUD120_P,
2013,E,IMINOUD120_P,29.1
2013,F,IMINOUD120_P,19
2013,Z,IMINOUD120_P,
2013,K,IMINOUD120_P,14.4
2013,M,IMINOUD120_P,26.3
2013,N,IMINOUD120_P,19
2013,T,IMINOUD120_P,26.8
2014,A,IMINOUD120_P,15
2014,B,IMINOUD120_P,
2014,E,IMINOUD120_P,29.3
2014,F,IMINOUD120_P,19.8
2014,Z,IMINOUD120_P,
2014,T,IMINOUD120_P,26.3
2014,K,IMINOUD120_P,14.6
2014,M,IMINOUD120_P,26.2
2014,N,IMINOUD120_P,19.3
2015,A,IMINOUD120_P,13.7
2015,Z,IMINOUD120_P,
2015,B,IMINOUD120_P,
2015,E,IMINOUD120_P,27.7
2015,F,IMINOUD120_P,18.8
2015,K,IMINOUD120_P,13.5
2015,M,IMINOUD120_P,24.8
2015,N,IMINOUD120_P,17.8
2015,T,IMINOUD120_P,25.7
2016,A,IMINOUD120_P,13.4
2016,B,IMINOUD120_P,
2016,E,IMINOUD120_P,28.1
2016,F,IMINOUD120_P,19.4
2016,K,IMINOUD120_P,13.9
2016,M,IMINOUD120_P,24.4
2016,N,IMINOUD120_P,18.1
2016,Z,IMINOUD120_P,
2016,T,IMINOUD120_P,25.4
2011,A,IMINVOLW120,6024
2011,M,IMINVOLW120,10517
2011,K,IMINVOLW120,8544
2011,F,IMINVOLW120,12053
2011,E,IMINVOLW120,14342
2011,B,IMINVOLW120,41
2011,T,IMINVOLW120,9202
2011,Z,IMINVOLW120,
2011,N,IMINVOLW120,8094
2012,A,IMINVOLW120,6138
2012,K,IMINVOLW120,8797
2012,F,IMINVOLW120,12905
2012,E,IMINVOLW120,14691
2012,B,IMINVOLW120,46
2012,T,IMINVOLW120,9702
2012,Z,IMINVOLW120,
2012,N,IMINVOLW120,8509
2012,M,IMINVOLW120,10836
2013,F,IMINVOLW120,13218
2013,E,IMINVOLW120,14855
2013,B,IMINVOLW120,50
2013,A,IMINVOLW120,6384
2013,Z,IMINVOLW120,
2013,T,IMINVOLW120,10041
2013,N,IMINVOLW120,9017
2013,M,IMINVOLW120,10989
2013,K,IMINVOLW120,9177
2014,A,IMINVOLW120,6271
2014,F,IMINVOLW120,13424
2014,E,IMINVOLW120,15360
2014,B,IMINVOLW120,35
2014,Z,IMINVOLW120,
2014,T,IMINVOLW120,10299
2014,N,IMINVOLW120,9136
2014,M,IMINVOLW120,10981
2014,K,IMINVOLW120,8851
2015,A,IMINVOLW120,5780
2015,Z,IMINVOLW120,
2015,T,IMINVOLW120,9358
2015,N,IMINVOLW120,8504
2015,M,IMINVOLW120,10286
2015,K,IMINVOLW120,8111
2015,F,IMINVOLW120,12936
2015,E,IMINVOLW120,14722
2015,B,IMINVOLW120,36
2016,E,IMINVOLW120,14531
2016,B,IMINVOLW120,32
2016,A,IMINVOLW120,5704
2016,N,IMINVOLW120,8535
2016,M,IMINVOLW120,10275
2016,K,IMINVOLW120,8027
2016,F,IMINVOLW120,12876
2016,T,IMINVOLW120,9453
2016,Z,IMINVOLW120,
2011,A,IMINVOLW120_P,11
2011,B,IMINVOLW120_P,25.5
2011,E,IMINVOLW120_P,15.9
2011,F,IMINVOLW120_P,14.8
2011,K,IMINVOLW120_P,10
2011,M,IMINVOLW120_P,13.8
2011,Z,IMINVOLW120_P,
2011,T,IMINVOLW120_P,18.2
2011,N,IMINVOLW120_P,15.9
2012,A,IMINVOLW120_P,11.1
2012,B,IMINVOLW120_P,28
2012,E,IMINVOLW120_P,16.1
2012,F,IMINVOLW120_P,15.6
2012,K,IMINVOLW120_P,10.2
2012,M,IMINVOLW120_P,14.1
2012,N,IMINVOLW120_P,16.7
2012,Z,IMINVOLW120_P,
2012,T,IMINVOLW120_P,19.1
2013,A,IMINVOLW120_P,11.6
2013,B,IMINVOLW120_P,29.8
2013,E,IMINVOLW120_P,16
2013,F,IMINVOLW120_P,15.8
2013,Z,IMINVOLW120_P,
2013,K,IMINVOLW120_P,10.6
2013,M,IMINVOLW120_P,14.2
2013,N,IMINVOLW120_P,17.5
2013,T,IMINVOLW120_P,19.8
2014,A,IMINVOLW120_P,11.3
2014,B,IMINVOLW120_P,27.3
2014,E,IMINVOLW120_P,16.2
2014,F,IMINVOLW120_P,15.8
2014,Z,IMINVOLW120_P,
2014,T,IMINVOLW120_P,20.4
2014,K,IMINVOLW120_P,10.2
2014,M,IMINVOLW120_P,14
2014,N,IMINVOLW120_P,17.5
2015,A,IMINVOLW120_P,10.5
2015,Z,IMINVOLW120_P,
2015,B,IMINVOLW120_P,29
2015,E,IMINVOLW120_P,15.3
2015,F,IMINVOLW120_P,15
2015,K,IMINVOLW120_P,9.2
2015,M,IMINVOLW120_P,12.9
2015,N,IMINVOLW120_P,16
2015,T,IMINVOLW120_P,18.5
2016,A,IMINVOLW120_P,10.4
2016,B,IMINVOLW120_P,25.8
2016,E,IMINVOLW120_P,14.9
2016,F,IMINVOLW120_P,14.6
2016,K,IMINVOLW120_P,9.1
2016,M,IMINVOLW120_P,12.6
2016,N,IMINVOLW120_P,15.7
2016,Z,IMINVOLW120_P,
2016,T,IMINVOLW120_P,18.6
2014,A,ISHV,958
2014,F,ISHV,2457
2014,E,ISHV,2416
2014,B,ISHV,9
2014,Z,ISHV,73
2014,T,ISHV,3261
2014,N,ISHV,2207
2014,M,ISHV,2513
2014,K,ISHV,1791
2015,A,ISHV,853
2015,Z,ISHV,163
2015,T,ISHV,2905
2015,N,ISHV,2222
2015,M,ISHV,2261
2015,K,ISHV,1932
2015,F,ISHV,2192
2015,E,ISHV,2862
2015,B,ISHV,
2016,E,ISHV,2971
2016,B,ISHV,
2016,A,ISHV,782
2016,N,ISHV,2302
2016,M,ISHV,2131
2016,K,ISHV,2378
2016,F,ISHV,1494
2016,T,ISHV,2743
2016,Z,ISHV,136
2017,F,ISHV,3186
2017,E,ISHV,3086
2017,B,ISHV,1
2017,A,ISHV,726
2017,Z,ISHV,112
2017,T,ISHV,2890
2017,N,ISHV,1786
2017,M,ISHV,2043
2017,K,ISHV,1257
2014,A,ISHV_P,1.3
2014,B,ISHV_P,4
2014,E,ISHV_P,2
2014,F,ISHV_P,2.2
2014,Z,ISHV_P,
2014,T,ISHV_P,5
2014,K,ISHV_P,1.5
2014,M,ISHV_P,2.5
2014,N,ISHV_P,3.1
2015,A,ISHV_P,1.1
2015,Z,ISHV_P,
2015,B,ISHV_P,
2015,E,ISHV_P,2.4
2015,F,ISHV_P,1.9
2015,K,ISHV_P,1.6
2015,M,ISHV_P,2.2
2015,N,ISHV_P,3.1
2015,T,ISHV_P,4.4
2016,A,ISHV_P,1
2016,B,ISHV_P,
2016,E,ISHV_P,2.4
2016,F,ISHV_P,1.3
2016,K,ISHV_P,1.9
2016,M,ISHV_P,2
2016,N,ISHV_P,3.2
2016,Z,ISHV_P,
2016,T,ISHV_P,4
2017,A,ISHV_P,0.9
2017,B,ISHV_P,0.6
2017,E,ISHV_P,2.5
2017,F,ISHV_P,2.7
2017,Z,ISHV_P,
2017,K,ISHV_P,1
2017,M,ISHV_P,1.9
2017,N,ISHV_P,2.4
2017,T,ISHV_P,4.1
2001,T,ITHEIL,0.1
2001,N,ITHEIL,0.101
2001,M,ITHEIL,0.165
2001,K,ITHEIL,0.226
2001,F,ITHEIL,0.118
2001,E,ITHEIL,0.144
2001,B,ITHEIL,
2001,A,ITHEIL,0.276
2006,A,ITHEIL,0.258
2006,B,ITHEIL,
2006,T,ITHEIL,0.099
2006,N,ITHEIL,0.108
2006,Z,ITHEIL,
2006,M,ITHEIL,0.165
2006,K,ITHEIL,0.244
2006,F,ITHEIL,0.117
2006,E,ITHEIL,0.146
2009,A,ITHEIL,0.273
2009,E,ITHEIL,0.157
2009,B,ITHEIL,
2009,N,ITHEIL,0.107
2009,M,ITHEIL,0.167
2009,K,ITHEIL,0.242
2009,F,ITHEIL,0.131
2009,T,ITHEIL,0.099
2009,Z,ITHEIL,
2011,A,ITHEIL,0.268
2011,M,ITHEIL,0.17
2011,K,ITHEIL,0.247
