jaar,gebiedcode15,variabele,waarde
2007,DX20,WINSTITUUT,33
2007,DX22,WINSTITUUT,132
2007,DX21,WINSTITUUT,9
2007,DX04,WINSTITUUT,8
2007,DX01,WINSTITUUT,151
2007,DX03,WINSTITUUT,37
2007,DX02,WINSTITUUT,84
2007,DX05,WINSTITUUT,101
2007,DX11,WINSTITUUT,83
2007,DX08,WINSTITUUT,26
2007,DX10,WINSTITUUT,76
2007,DX09,WINSTITUUT,284
2007,DX12,WINSTITUUT,22
2007,DX06,WINSTITUUT,76
2007,DX07,WINSTITUUT,20
2008,ZX99,WINSTITUUT,2
2008,DX05,WINSTITUUT,81
2008,DX01,WINSTITUUT,129
2008,DX02,WINSTITUUT,76
2008,DX04,WINSTITUUT,9
2008,DX03,WINSTITUUT,39
2008,DX06,WINSTITUUT,74
2008,DX08,WINSTITUUT,24
2008,DX12,WINSTITUUT,20
2008,DX09,WINSTITUUT,285
2008,DX11,WINSTITUUT,84
2008,DX10,WINSTITUUT,73
2008,DX13,WINSTITUUT,95
2008,DX07,WINSTITUUT,21
2008,DX16,WINSTITUUT,1
2008,DX18,WINSTITUUT,15
2008,DX14,WINSTITUUT,40
2008,DX17,WINSTITUUT,37
2008,DX20,WINSTITUUT,33
2008,DX15,WINSTITUUT,91
2008,DX19,WINSTITUUT,10
2008,DX21,WINSTITUUT,9
2008,DX22,WINSTITUUT,132
2009,DX12,WINSTITUUT,19
2009,DX11,WINSTITUUT,85
2009,DX09,WINSTITUUT,284
2009,DX08,WINSTITUUT,24
2009,DX13,WINSTITUUT,96
2009,DX10,WINSTITUUT,71
2009,DX19,WINSTITUUT,10
2009,DX15,WINSTITUUT,90
2009,DX16,WINSTITUUT,1
2009,DX18,WINSTITUUT,14
2009,DX14,WINSTITUUT,40
2009,DX17,WINSTITUUT,36
2009,DX20,WINSTITUUT,33
2009,DX21,WINSTITUUT,9
2009,DX22,WINSTITUUT,129
2009,DX05,WINSTITUUT,65
2009,DX01,WINSTITUUT,126
2009,DX04,WINSTITUUT,8
2009,DX02,WINSTITUUT,70
2009,DX07,WINSTITUUT,19
2009,DX06,WINSTITUUT,68
2009,DX03,WINSTITUUT,38
2009,ZX99,WINSTITUUT,2
2010,DX22,WINSTITUUT,128
2010,DX17,WINSTITUUT,36
2010,DX18,WINSTITUUT,14
2010,DX19,WINSTITUUT,10
2010,DX21,WINSTITUUT,9
2010,DX20,WINSTITUUT,34
2010,DX08,WINSTITUUT,24
2010,DX07,WINSTITUUT,19
2010,DX05,WINSTITUUT,64
2010,DX10,WINSTITUUT,69
2010,DX04,WINSTITUUT,8
2010,DX09,WINSTITUUT,142
2010,DX06,WINSTITUUT,68
2010,DX15,WINSTITUUT,89
2010,DX14,WINSTITUUT,41
2010,DX12,WINSTITUUT,19
2010,DX11,WINSTITUUT,83
2010,DX16,WINSTITUUT,1
2010,DX13,WINSTITUUT,95
2010,DX01,WINSTITUUT,123
2010,DX03,WINSTITUUT,36
2010,DX02,WINSTITUUT,68
2010,ZX99,WINSTITUUT,2
2011,DX07,WINSTITUUT,19
2011,DX04,WINSTITUUT,8
2011,DX06,WINSTITUUT,68
2011,DX05,WINSTITUUT,80
2011,DX08,WINSTITUUT,32
2011,DX02,WINSTITUUT,72
2011,DX03,WINSTITUUT,38
2011,DX11,WINSTITUUT,85
2011,DX13,WINSTITUUT,98
2011,DX09,WINSTITUUT,153
2011,DX12,WINSTITUUT,21
2011,DX15,WINSTITUUT,91
2011,DX10,WINSTITUUT,73
2011,DX14,WINSTITUUT,42
2011,DX16,WINSTITUUT,27
2011,DX18,WINSTITUUT,14
2011,DX20,WINSTITUUT,32
2011,DX17,WINSTITUUT,38
2011,DX19,WINSTITUUT,10
2011,DX22,WINSTITUUT,129
2011,DX21,WINSTITUUT,9
2011,DX01,WINSTITUUT,83
2011,ZX99,WINSTITUUT,2
2012,DX12,WINSTITUUT,22
2012,DX14,WINSTITUUT,44
2012,DX10,WINSTITUUT,74
2012,DX13,WINSTITUUT,98
2012,DX16,WINSTITUUT,28
2012,DX11,WINSTITUUT,87
2012,DX15,WINSTITUUT,92
2012,DX19,WINSTITUUT,11
2012,DX17,WINSTITUUT,42
2012,DX21,WINSTITUUT,15
2012,DX20,WINSTITUUT,33
2012,DX18,WINSTITUUT,15
2012,DX22,WINSTITUUT,131
2012,DX02,WINSTITUUT,68
2012,DX01,WINSTITUUT,81
2012,DX04,WINSTITUUT,9
2012,DX08,WINSTITUUT,35
2012,DX05,WINSTITUUT,83
2012,DX07,WINSTITUUT,20
2012,DX06,WINSTITUUT,72
2012,DX09,WINSTITUUT,157
2012,DX03,WINSTITUUT,38
2012,ZX99,WINSTITUUT,2
2013,DX22,WINSTITUUT,131
2013,DX06,WINSTITUUT,72
2013,DX05,WINSTITUUT,80
2013,DX03,WINSTITUUT,39
2013,DX02,WINSTITUUT,69
2013,DX07,WINSTITUUT,20
2013,DX04,WINSTITUUT,9
2013,DX01,WINSTITUUT,81
2013,DX13,WINSTITUUT,101
2013,DX09,WINSTITUUT,157
2013,DX10,WINSTITUUT,72
2013,DX12,WINSTITUUT,22
2013,DX08,WINSTITUUT,34
2013,DX11,WINSTITUUT,87
2013,DX14,WINSTITUUT,44
2013,DX20,WINSTITUUT,33
2013,DX16,WINSTITUUT,28
2013,DX17,WINSTITUUT,39
2013,DX19,WINSTITUUT,11
2013,DX15,WINSTITUUT,92
2013,DX18,WINSTITUUT,15
2013,DX21,WINSTITUUT,15
2013,ZX99,WINSTITUUT,2
2014,DX07,WINSTITUUT,19
2014,DX06,WINSTITUUT,74
2014,DX04,WINSTITUUT,6
2014,DX03,WINSTITUUT,15
2014,DX08,WINSTITUUT,33
2014,DX05,WINSTITUUT,55
2014,DX14,WINSTITUUT,34
2014,DX09,WINSTITUUT,153
2014,DX10,WINSTITUUT,39
2014,DX11,WINSTITUUT,81
2014,DX13,WINSTITUUT,97
2014,DX12,WINSTITUUT,19
2014,DX15,WINSTITUUT,87
2014,DX21,WINSTITUUT,10
2014,DX17,WINSTITUUT,39
2014,DX18,WINSTITUUT,12
2014,DX20,WINSTITUUT,31
2014,DX16,WINSTITUUT,27
2014,DX19,WINSTITUUT,8
2014,DX22,WINSTITUUT,130
2014,DX01,WINSTITUUT,83
2014,DX02,WINSTITUUT,61
2014,ZX99,WINSTITUUT,2
2015,ZX99,WINSTITUUT,
2015,DX11,WINSTITUUT,80
2015,DX13,WINSTITUUT,91
2015,DX10,WINSTITUUT,38
2015,DX08,WINSTITUUT,33
2015,DX07,WINSTITUUT,19
2015,DX12,WINSTITUUT,19
2015,DX09,WINSTITUUT,169
2015,DX18,WINSTITUUT,12
2015,DX17,WINSTITUUT,42
2015,DX15,WINSTITUUT,88
2015,DX14,WINSTITUUT,33
2015,DX19,WINSTITUUT,8
2015,DX16,WINSTITUUT,27
2015,DX21,WINSTITUUT,10
2015,DX22,WINSTITUUT,130
2015,DX20,WINSTITUUT,30
2015,DX02,WINSTITUUT,61
2015,DX04,WINSTITUUT,6
2015,DX03,WINSTITUUT,15
2015,DX01,WINSTITUUT,84
2015,DX06,WINSTITUUT,74
2015,DX05,WINSTITUUT,54
2016,DX15,WINSTITUUT,90
2016,DX13,WINSTITUUT,104
2016,DX17,WINSTITUUT,42
2016,DX16,WINSTITUUT,27
2016,DX19,WINSTITUUT,9
2016,DX14,WINSTITUUT,34
2016,DX18,WINSTITUUT,12
2016,DX21,WINSTITUUT,10
2016,DX20,WINSTITUUT,31
2016,DX22,WINSTITUUT,131
2016,DX01,WINSTITUUT,83
2016,DX03,WINSTITUUT,16
2016,DX02,WINSTITUUT,61
2016,DX05,WINSTITUUT,54
2016,DX04,WINSTITUUT,6
2016,DX08,WINSTITUUT,33
2016,DX10,WINSTITUUT,37
2016,DX06,WINSTITUUT,73
2016,DX09,WINSTITUUT,170
2016,DX12,WINSTITUUT,19
2016,DX07,WINSTITUUT,19
2016,DX11,WINSTITUUT,80
2016,ZX99,WINSTITUUT,2
2017,DX01,WINSTITUUT,81
2017,DX03,WINSTITUUT,15
2017,DX02,WINSTITUUT,61
2017,DX09,WINSTITUUT,170
2017,DX05,WINSTITUUT,53
2017,DX06,WINSTITUUT,73
2017,DX08,WINSTITUUT,33
2017,DX04,WINSTITUUT,7
2017,DX07,WINSTITUUT,19
2017,DX10,WINSTITUUT,36
2017,DX16,WINSTITUUT,27
2017,DX12,WINSTITUUT,19
2017,DX13,WINSTITUUT,104
2017,DX15,WINSTITUUT,89
2017,DX14,WINSTITUUT,33
2017,DX11,WINSTITUUT,80
2017,DX17,WINSTITUUT,41
2017,DX19,WINSTITUUT,8
2017,DX20,WINSTITUUT,31
2017,DX22,WINSTITUUT,131
2017,DX21,WINSTITUUT,10
2017,DX18,WINSTITUUT,12
2017,ZX99,WINSTITUUT,2
2018,DX04,WINSTITUUT,7
2018,DX02,WINSTITUUT,61
2018,DX06,WINSTITUUT,71
2018,DX05,WINSTITUUT,51
2018,DX08,WINSTITUUT,33
2018,DX03,WINSTITUUT,15
2018,DX07,WINSTITUUT,18
2018,DX01,WINSTITUUT,77
2018,ZX99,WINSTITUUT,2
2018,DX13,WINSTITUUT,104
2018,DX12,WINSTITUUT,18
2018,DX10,WINSTITUUT,35
2018,DX09,WINSTITUUT,170
2018,DX14,WINSTITUUT,35
2018,DX11,WINSTITUUT,79
2018,DX15,WINSTITUUT,15
2018,DX20,WINSTITUUT,31
2018,DX19,WINSTITUUT,127
2018,DX17,WINSTITUUT,42
2018,DX16,WINSTITUUT,27
2018,DX21,WINSTITUUT,10
2018,DX18,WINSTITUUT,12
2018,DX22,WINSTITUUT,131
2011,DX01,WKOOP,7345
2011,DX18,WKOOP,1806
2011,DX20,WKOOP,1902
2011,DX19,WKOOP,3605
2011,DX17,WKOOP,4363
2011,DX22,WKOOP,4548
2011,DX21,WKOOP,3469
2011,DX16,WKOOP,3177
2011,DX11,WKOOP,4699
2011,DX13,WKOOP,3632
2011,DX09,WKOOP,3241
2011,DX12,WKOOP,7526
2011,DX15,WKOOP,3718
2011,DX10,WKOOP,9030
2011,DX14,WKOOP,5589
2011,DX07,WKOOP,4566
2011,DX04,WKOOP,3535
2011,DX06,WKOOP,4088
2011,DX05,WKOOP,9654
2011,DX08,WKOOP,5744
2011,DX02,WKOOP,7372
2011,DX03,WKOOP,4807
2011,ZX99,WKOOP,6
2012,DX08,WKOOP,5700
2012,DX05,WKOOP,10034
2012,DX07,WKOOP,4650
2012,DX06,WKOOP,4102
2012,DX09,WKOOP,3336
2012,DX03,WKOOP,5029
2012,DX04,WKOOP,3764
2012,DX02,WKOOP,7425
2012,DX01,WKOOP,7440
2012,DX19,WKOOP,3795
2012,DX17,WKOOP,4479
2012,DX21,WKOOP,3486
2012,DX20,WKOOP,2011
2012,DX18,WKOOP,1972
2012,DX22,WKOOP,4636
2012,DX12,WKOOP,7734
2012,DX14,WKOOP,5644
2012,DX10,WKOOP,9130
2012,DX13,WKOOP,3819
2012,DX16,WKOOP,3488
2012,DX11,WKOOP,4704
2012,DX15,WKOOP,3746
2012,ZX99,WKOOP,6
2013,DX20,WKOOP,2115
2013,DX16,WKOOP,3521
2013,DX17,WKOOP,4829
2013,DX19,WKOOP,3928
2013,DX15,WKOOP,3974
2013,DX18,WKOOP,2118
2013,DX21,WKOOP,3560
2013,DX13,WKOOP,3967
2013,DX09,WKOOP,3491
2013,DX10,WKOOP,9358
2013,DX12,WKOOP,7989
2013,DX08,WKOOP,5754
2013,DX11,WKOOP,4790
2013,DX14,WKOOP,5750
2013,DX01,WKOOP,7610
2013,DX06,WKOOP,4206
2013,DX05,WKOOP,10406
2013,DX03,WKOOP,5309
2013,DX02,WKOOP,7576
2013,DX07,WKOOP,4810
2013,DX04,WKOOP,4220
2013,DX22,WKOOP,4738
2013,ZX99,WKOOP,7
2014,DX02,WKOOP,7644
2014,DX01,WKOOP,7533
2014,DX21,WKOOP,3540
2014,DX17,WKOOP,4948
2014,DX18,WKOOP,2260
2014,DX20,WKOOP,2180
2014,DX16,WKOOP,3578
2014,DX19,WKOOP,4043
2014,DX22,WKOOP,4821
2014,DX09,WKOOP,3542
2014,DX14,WKOOP,5867
2014,DX10,WKOOP,9332
2014,DX11,WKOOP,4786
2014,DX13,WKOOP,4132
2014,DX12,WKOOP,8138
2014,DX15,WKOOP,4045
2014,DX07,WKOOP,4840
2014,DX06,WKOOP,4244
2014,DX04,WKOOP,4148
2014,DX03,WKOOP,5436
2014,DX08,WKOOP,5751
2014,DX05,WKOOP,10534
2014,ZX99,WKOOP,6
2015,ZX99,WKOOP,6
2015,DX02,WKOOP,7916
2015,DX04,WKOOP,4386
2015,DX03,WKOOP,5654
2015,DX06,WKOOP,4430
2015,DX01,WKOOP,7708
2015,DX05,WKOOP,11204
2015,DX21,WKOOP,3709
2015,DX22,WKOOP,4958
2015,DX20,WKOOP,2292
2015,DX18,WKOOP,2429
2015,DX17,WKOOP,5209
2015,DX15,WKOOP,4142
2015,DX14,WKOOP,6089
2015,DX19,WKOOP,4236
2015,DX16,WKOOP,3674
2015,DX11,WKOOP,5010
2015,DX10,WKOOP,9766
2015,DX08,WKOOP,5870
2015,DX13,WKOOP,4548
2015,DX07,WKOOP,5159
2015,DX12,WKOOP,8581
2015,DX09,WKOOP,3727
2016,DX08,WKOOP,5920
2016,DX10,WKOOP,10163
2016,DX06,WKOOP,4534
2016,DX09,WKOOP,3953
2016,DX12,WKOOP,9099
2016,DX07,WKOOP,5231
2016,DX11,WKOOP,5140
2016,DX04,WKOOP,4654
2016,DX01,WKOOP,7931
2016,DX03,WKOOP,5979
2016,DX05,WKOOP,11854
2016,DX02,WKOOP,8144
2016,DX22,WKOOP,4970
2016,DX21,WKOOP,3788
2016,DX20,WKOOP,2302
2016,DX15,WKOOP,4362
2016,DX13,WKOOP,4946
2016,DX17,WKOOP,5413
2016,DX16,WKOOP,3801
2016,DX19,WKOOP,4327
2016,DX14,WKOOP,6293
2016,DX18,WKOOP,2476
2016,ZX99,WKOOP,3
2017,DX20,WKOOP,2372
2017,DX22,WKOOP,4967
2017,DX21,WKOOP,3837
2017,DX18,WKOOP,2539
2017,DX19,WKOOP,4279
2017,DX16,WKOOP,3886
2017,DX12,WKOOP,9733
2017,DX13,WKOOP,5212
2017,DX15,WKOOP,4504
2017,DX11,WKOOP,5410
2017,DX14,WKOOP,6580
2017,DX17,WKOOP,5268
2017,DX09,WKOOP,4089
2017,DX05,WKOOP,12446
2017,DX06,WKOOP,4430
2017,DX08,WKOOP,5768
2017,DX04,WKOOP,4922
2017,DX07,WKOOP,5308
2017,DX10,WKOOP,10672
2017,DX02,WKOOP,8789
2017,DX01,WKOOP,8630
2017,DX03,WKOOP,6262
2017,ZX99,WKOOP,4
2018,DX01,WKOOP,7747
2018,DX04,WKOOP,4860
2018,DX02,WKOOP,8223
2018,DX06,WKOOP,4900
2018,DX05,WKOOP,11753
2018,DX08,WKOOP,6026
2018,DX03,WKOOP,6049
2018,DX07,WKOOP,5423
2018,DX22,WKOOP,5252
2018,DX20,WKOOP,2347
2018,DX19,WKOOP,4564
2018,DX17,WKOOP,5688
2018,DX16,WKOOP,4262
2018,DX21,WKOOP,3862
2018,DX18,WKOOP,2708
2018,DX13,WKOOP,5013
2018,DX12,WKOOP,8992
2018,DX10,WKOOP,10200
2018,DX15,WKOOP,4523
2018,DX09,WKOOP,3947
2018,DX14,WKOOP,6429
2018,DX11,WKOOP,5250
2018,ZX99,WKOOP,5
2011,DX07,WKOOP_P,26.6
2011,DX04,WKOOP_P,23.1
2011,DX06,WKOOP_P,21.9
2011,DX05,WKOOP_P,24.9
2011,DX08,WKOOP_P,52.2
2011,DX02,WKOOP_P,29.4
2011,DX03,WKOOP_P,22.7
2011,DX11,WKOOP_P,36.9
2011,DX13,WKOOP_P,20.4
2011,DX09,WKOOP_P,21.4
2011,DX12,WKOOP_P,20.7
2011,DX15,WKOOP_P,24.3
2011,DX10,WKOOP_P,32
2011,DX14,WKOOP_P,27.7
2011,DX18,WKOOP_P,13.9
2011,DX20,WKOOP_P,19.2
2011,DX19,WKOOP_P,29.9
2011,DX17,WKOOP_P,28.7
2011,DX22,WKOOP_P,28.8
2011,DX21,WKOOP_P,29.1
2011,DX16,WKOOP_P,40.5
2011,DX01,WKOOP_P,26.4
2011,ZX99,WKOOP_P,11.1
2012,DX12,WKOOP_P,21.3
2012,DX14,WKOOP_P,27.9
2012,DX10,WKOOP_P,32.3
2012,DX13,WKOOP_P,21.5
2012,DX16,WKOOP_P,42.5
2012,DX11,WKOOP_P,36.6
2012,DX15,WKOOP_P,24.5
2012,DX19,WKOOP_P,31.2
2012,DX17,WKOOP_P,28.6
2012,DX21,WKOOP_P,28.8
2012,DX20,WKOOP_P,19.8
2012,DX18,WKOOP_P,15.1
2012,DX22,WKOOP_P,29.4
2012,DX02,WKOOP_P,29.5
2012,DX01,WKOOP_P,26.5
2012,DX08,WKOOP_P,51.8
2012,DX05,WKOOP_P,25.8
2012,DX07,WKOOP_P,27
2012,DX06,WKOOP_P,22.3
2012,DX09,WKOOP_P,22.2
2012,DX03,WKOOP_P,23.7
2012,DX04,WKOOP_P,23.7
2012,ZX99,WKOOP_P,11.1
2013,DX22,WKOOP_P,30
2013,DX06,WKOOP_P,22.8
2013,DX05,WKOOP_P,26.6
2013,DX03,WKOOP_P,25.4
2013,DX02,WKOOP_P,29.8
2013,DX07,WKOOP_P,27.9
2013,DX04,WKOOP_P,25.8
2013,DX01,WKOOP_P,27
2013,DX13,WKOOP_P,22.7
2013,DX09,WKOOP_P,22.2
2013,DX10,WKOOP_P,33.1
2013,DX12,WKOOP_P,21.9
2013,DX08,WKOOP_P,52.3
2013,DX11,WKOOP_P,37.5
2013,DX14,WKOOP_P,28.2
2013,DX20,WKOOP_P,19.6
2013,DX16,WKOOP_P,42.3
2013,DX17,WKOOP_P,31.3
2013,DX19,WKOOP_P,32
2013,DX15,WKOOP_P,25.8
2013,DX18,WKOOP_P,16.1
2013,DX21,WKOOP_P,30.3
2013,ZX99,WKOOP_P,12.7
2014,DX07,WKOOP_P,27.9
2014,DX06,WKOOP_P,22.9
2014,DX04,WKOOP_P,25
2014,DX03,WKOOP_P,26
2014,DX08,WKOOP_P,52.2
2014,DX05,WKOOP_P,27
2014,DX14,WKOOP_P,28.7
2014,DX10,WKOOP_P,33
2014,DX11,WKOOP_P,37.2
2014,DX13,WKOOP_P,23.3
2014,DX12,WKOOP_P,22.3
2014,DX15,WKOOP_P,24.7
2014,DX09,WKOOP_P,22.3
2014,DX21,WKOOP_P,30.2
2014,DX17,WKOOP_P,31.7
2014,DX18,WKOOP_P,17.2
2014,DX20,WKOOP_P,20
2014,DX16,WKOOP_P,42.4
2014,DX19,WKOOP_P,32.4
2014,DX22,WKOOP_P,30.5
2014,DX02,WKOOP_P,30
2014,DX01,WKOOP_P,26.6
2014,ZX99,WKOOP_P,11.8
2015,ZX99,WKOOP_P,12.5
2015,DX11,WKOOP_P,37.9
2015,DX10,WKOOP_P,34.4
2015,DX08,WKOOP_P,53.3
2015,DX07,WKOOP_P,29.2
2015,DX12,WKOOP_P,23.4
2015,DX13,WKOOP_P,25
2015,DX09,WKOOP_P,22.7
2015,DX18,WKOOP_P,18.4
2015,DX17,WKOOP_P,33.2
2015,DX15,WKOOP_P,24.7
2015,DX14,WKOOP_P,29.9
2015,DX19,WKOOP_P,33.6
2015,DX16,WKOOP_P,43.5
2015,DX21,WKOOP_P,31
2015,DX22,WKOOP_P,31.4
2015,DX20,WKOOP_P,21
2015,DX02,WKOOP_P,31
2015,DX04,WKOOP_P,26.1
2015,DX03,WKOOP_P,26.8
2015,DX01,WKOOP_P,27.2
2015,DX06,WKOOP_P,23.6
2015,DX05,WKOOP_P,28.7
2016,DX15,WKOOP_P,24.1
2016,DX13,WKOOP_P,26.7
2016,DX17,WKOOP_P,34
2016,DX16,WKOOP_P,43.4
2016,DX14,WKOOP_P,31.1
2016,DX19,WKOOP_P,34
2016,DX18,WKOOP_P,18.7
2016,DX21,WKOOP_P,31.3
2016,DX22,WKOOP_P,31.5
2016,DX20,WKOOP_P,19.2
2016,DX04,WKOOP_P,26.7
2016,DX01,WKOOP_P,27.8
2016,DX03,WKOOP_P,28
2016,DX05,WKOOP_P,30.1
2016,DX02,WKOOP_P,31.7
2016,DX08,WKOOP_P,53.7
2016,DX10,WKOOP_P,35.7
2016,DX06,WKOOP_P,23.8
2016,DX09,WKOOP_P,23.5
2016,DX12,WKOOP_P,24.7
2016,DX07,WKOOP_P,29.5
2016,DX11,WKOOP_P,36.5
2016,ZX99,WKOOP_P,6.4
2017,DX02,WKOOP_P,34.6
2017,DX01,WKOOP_P,30.1
2017,DX03,WKOOP_P,29.3
2017,DX09,WKOOP_P,23.8
2017,DX05,WKOOP_P,31.5
2017,DX06,WKOOP_P,23.2
2017,DX08,WKOOP_P,52.3
2017,DX04,WKOOP_P,28
2017,DX07,WKOOP_P,30.3
2017,DX10,WKOOP_P,37.3
2017,DX16,WKOOP_P,39.9
2017,DX12,WKOOP_P,26.2
2017,DX13,WKOOP_P,27.6
2017,DX15,WKOOP_P,24.5
2017,DX11,WKOOP_P,37.9
2017,DX14,WKOOP_P,32.2
2017,DX17,WKOOP_P,32.9
2017,DX20,WKOOP_P,19.4
2017,DX22,WKOOP_P,31.5
2017,DX21,WKOOP_P,30.3
2017,DX18,WKOOP_P,18.3
2017,DX19,WKOOP_P,34.4
2017,ZX99,WKOOP_P,10.5
2018,DX04,WKOOP_P,27.5
2018,DX02,WKOOP_P,32.3
2018,DX06,WKOOP_P,25.4
2018,DX05,WKOOP_P,29.6
2018,DX08,WKOOP_P,54.3
2018,DX03,WKOOP_P,29.1
2018,DX07,WKOOP_P,31.1
2018,DX01,WKOOP_P,26.9
2018,ZX99,WKOOP_P,14.3
2018,DX13,WKOOP_P,26.3
2018,DX12,WKOOP_P,24.1
2018,DX10,WKOOP_P,35.7
2018,DX15,WKOOP_P,24.5
2018,DX09,WKOOP_P,20.4
2018,DX14,WKOOP_P,31.4
2018,DX11,WKOOP_P,36.5
2018,DX20,WKOOP_P,19.2
2018,DX19,WKOOP_P,35.6
2018,DX17,WKOOP_P,35.4
2018,DX16,WKOOP_P,39.8
2018,DX21,WKOOP_P,30.3
2018,DX18,WKOOP_P,18.9
2018,DX22,WKOOP_P,33.2
2005,DX04,WLIGPLAATS,18
2005,DX01,WLIGPLAATS,358
2005,DX02,WLIGPLAATS,515
2005,DX03,WLIGPLAATS,351
2005,DX16,WLIGPLAATS,60
2005,DX15,WLIGPLAATS,100
2005,DX13,WLIGPLAATS,49
2005,DX12,WLIGPLAATS,150
2005,DX17,WLIGPLAATS,204
2005,DX14,WLIGPLAATS,253
2005,DX09,WLIGPLAATS,0
2005,DX08,WLIGPLAATS,31
2005,DX06,WLIGPLAATS,8
2005,DX11,WLIGPLAATS,17
2005,DX05,WLIGPLAATS,156
2005,DX10,WLIGPLAATS,193
2005,DX07,WLIGPLAATS,0
2005,DX19,WLIGPLAATS,82
2005,DX20,WLIGPLAATS,1
2005,DX22,WLIGPLAATS,1
2005,DX21,WLIGPLAATS,0
2005,DX18,WLIGPLAATS,173
2005,ZX99,WLIGPLAATS,17
2006,DX21,WLIGPLAATS,0
2006,DX22,WLIGPLAATS,1
2006,DX19,WLIGPLAATS,82
2006,DX18,WLIGPLAATS,207
2006,DX16,WLIGPLAATS,66
2006,DX15,WLIGPLAATS,97
2006,DX20,WLIGPLAATS,2
2006,DX17,WLIGPLAATS,205
2006,DX12,WLIGPLAATS,150
2006,DX11,WLIGPLAATS,18
2006,DX09,WLIGPLAATS,0
2006,DX14,WLIGPLAATS,244
2006,DX08,WLIGPLAATS,25
2006,DX13,WLIGPLAATS,48
2006,DX10,WLIGPLAATS,191
2006,DX03,WLIGPLAATS,366
2006,DX01,WLIGPLAATS,412
2006,DX05,WLIGPLAATS,157
2006,DX04,WLIGPLAATS,18
2006,DX07,WLIGPLAATS,0
2006,DX02,WLIGPLAATS,597
2006,DX06,WLIGPLAATS,4
2006,ZX99,WLIGPLAATS,17
2007,DX11,WLIGPLAATS,19
2007,DX08,WLIGPLAATS,25
2007,DX10,WLIGPLAATS,191
2007,DX09,WLIGPLAATS,0
2007,DX12,WLIGPLAATS,152
2007,DX06,WLIGPLAATS,4
2007,DX07,WLIGPLAATS,0
2007,DX04,WLIGPLAATS,18
2007,DX01,WLIGPLAATS,424
2007,DX03,WLIGPLAATS,368
2007,DX05,WLIGPLAATS,164
2007,DX02,WLIGPLAATS,618
2007,DX20,WLIGPLAATS,11
2007,DX22,WLIGPLAATS,1
2007,DX21,WLIGPLAATS,0
2007,DX15,WLIGPLAATS,100
2007,DX17,WLIGPLAATS,205
2007,DX13,WLIGPLAATS,48
2007,DX16,WLIGPLAATS,63
2007,DX19,WLIGPLAATS,81
2007,DX14,WLIGPLAATS,239
2007,DX18,WLIGPLAATS,176
2007,ZX99,WLIGPLAATS,20
2008,ZX99,WLIGPLAATS,19
2008,DX22,WLIGPLAATS,1
2008,DX21,WLIGPLAATS,0
2008,DX16,WLIGPLAATS,62
2008,DX18,WLIGPLAATS,184
2008,DX14,WLIGPLAATS,240
2008,DX17,WLIGPLAATS,205
2008,DX20,WLIGPLAATS,11
2008,DX15,WLIGPLAATS,98
2008,DX19,WLIGPLAATS,84
2008,DX08,WLIGPLAATS,25
2008,DX12,WLIGPLAATS,153
2008,DX09,WLIGPLAATS,0
2008,DX11,WLIGPLAATS,18
2008,DX10,WLIGPLAATS,193
2008,DX13,WLIGPLAATS,48
2008,DX07,WLIGPLAATS,0
2008,DX05,WLIGPLAATS,164
2008,DX06,WLIGPLAATS,4
2008,DX01,WLIGPLAATS,351
2008,DX02,WLIGPLAATS,604
2008,DX04,WLIGPLAATS,19
2008,DX03,WLIGPLAATS,370
2009,DX05,WLIGPLAATS,164
2009,DX04,WLIGPLAATS,18
2009,DX02,WLIGPLAATS,617
2009,DX01,WLIGPLAATS,339
2009,DX07,WLIGPLAATS,0
2009,DX06,WLIGPLAATS,4
2009,DX03,WLIGPLAATS,313
2009,DX21,WLIGPLAATS,0
2009,DX22,WLIGPLAATS,1
2009,DX19,WLIGPLAATS,89
2009,DX15,WLIGPLAATS,99
2009,DX16,WLIGPLAATS,61
2009,DX18,WLIGPLAATS,177
2009,DX17,WLIGPLAATS,203
2009,DX14,WLIGPLAATS,239
2009,DX20,WLIGPLAATS,3
2009,DX12,WLIGPLAATS,153
2009,DX11,WLIGPLAATS,18
2009,DX09,WLIGPLAATS,0
2009,DX08,WLIGPLAATS,25
2009,DX13,WLIGPLAATS,48
2009,DX10,WLIGPLAATS,192
2009,ZX99,WLIGPLAATS,32
2010,DX01,WLIGPLAATS,334
2010,DX02,WLIGPLAATS,616
2010,DX03,WLIGPLAATS,180
2010,DX15,WLIGPLAATS,99
2010,DX14,WLIGPLAATS,246
2010,DX12,WLIGPLAATS,154
2010,DX11,WLIGPLAATS,17
2010,DX16,WLIGPLAATS,63
2010,DX13,WLIGPLAATS,48
2010,DX08,WLIGPLAATS,25
2010,DX07,WLIGPLAATS,0
2010,DX05,WLIGPLAATS,164
2010,DX10,WLIGPLAATS,192
2010,DX04,WLIGPLAATS,18
2010,DX09,WLIGPLAATS,0
2010,DX06,WLIGPLAATS,5
2010,DX22,WLIGPLAATS,1
2010,DX17,WLIGPLAATS,219
2010,DX18,WLIGPLAATS,185
2010,DX19,WLIGPLAATS,117
2010,DX21,WLIGPLAATS,0
2010,DX20,WLIGPLAATS,11
2010,ZX99,WLIGPLAATS,33
2011,DX01,WLIGPLAATS,333
2011,DX16,WLIGPLAATS,64
2011,DX18,WLIGPLAATS,186
2011,DX20,WLIGPLAATS,11
2011,DX19,WLIGPLAATS,109
